year,week,state,suspected,confirmed,missing,not_processed,error
2017,3,Kwara,0,0,True,False,No PDF file found
2017,3,Lagos,0,0,True,False,No PDF file found
2017,3,Nasarawa,0,0,True,False,No PDF file found
2017,3,Niger,0,0,True,False,No PDF file found
2017,3,Ogun,0,0,True,False,No PDF file found
2017,3,Ondo,0,0,True,False,No PDF file found
2017,3,Osun,0,0,True,False,No PDF file found
2017,3,Oyo,0,0,True,False,No PDF file found
2017,3,Plateau,0,0,True,False,No PDF file found
2017,3,Rivers,0,0,True,False,No PDF file found
2017,3,Sokoto,0,0,True,False,No PDF file found
2017,3,Taraba,0,0,True,False,No PDF file found
2017,3,Yobe,0,0,True,False,No PDF file found
2017,3,Zamfara,0,0,True,False,No PDF file found
2017,4,Abia,0,0,True,False,No PDF file found
2017,4,Adamawa,0,0,True,False,No PDF file found
2017,4,Akwa Ibom,0,0,True,False,No PDF file found
2017,4,Anambra,0,0,True,False,No PDF file found
2017,4,Bauchi,0,0,True,False,No PDF file found
2017,4,Bayelsa,0,0,True,False,No PDF file found
2017,4,Benue,0,0,True,False,No PDF file found
2017,4,Borno,0,0,True,False,No PDF file found
2017,4,Cross River,0,0,True,False,No PDF file found
2017,4,Delta,0,0,True,False,No PDF file found
2017,4,Ebonyi,0,0,True,False,No PDF file found
2017,4,Edo,0,0,True,False,No PDF file found
2017,4,Ekiti,0,0,True,False,No PDF file found
2017,4,Enugu,0,0,True,False,No PDF file found
2017,4,FCT,0,0,True,False,No PDF file found
2017,4,Gombe,0,0,True,False,No PDF file found
2017,4,Imo,0,0,True,False,No PDF file found
2017,4,Jigawa,0,0,True,False,No PDF file found
2017,4,Kaduna,0,0,True,False,No PDF file found
2017,4,Kano,0,0,True,False,No PDF file found
2017,4,Katsina,0,0,True,False,No PDF file found
2017,4,Kebbi,0,0,True,False,No PDF file found
2017,4,Kogi,0,0,True,False,No PDF file found
2017,4,Kwara,0,0,True,False,No PDF file found
2017,4,Lagos,0,0,True,False,No PDF file found
2017,4,Nasarawa,0,0,True,False,No PDF file found
2017,4,Niger,0,0,True,False,No PDF file found
2017,4,Ogun,0,0,True,False,No PDF file found
2017,4,Ondo,0,0,True,False,No PDF file found
2017,4,Osun,0,0,True,False,No PDF file found
2017,4,Oyo,0,0,True,False,No PDF file found
2017,4,Plateau,0,0,True,False,No PDF file found
2017,4,Rivers,0,0,True,False,No PDF file found
2017,4,Sokoto,0,0,True,False,No PDF file found
2017,4,Taraba,0,0,True,False,No PDF file found
2017,4,Yobe,0,0,True,False,No PDF file found
2017,4,Zamfara,0,0,True,False,No PDF file found
2017,5,Abia,0,0,True,False,No PDF file found
2017,5,Adamawa,0,0,True,False,No PDF file found
2017,5,Akwa Ibom,0,0,True,False,No PDF file found
2017,5,Anambra,0,0,True,False,No PDF file found
2017,5,Bauchi,0,0,True,False,No PDF file found
2017,5,Bayelsa,0,0,True,False,No PDF file found
2017,5,Benue,0,0,True,False,No PDF file found
2017,5,Borno,0,0,True,False,No PDF file found
2017,5,Cross River,0,0,True,False,No PDF file found
2017,5,Delta,0,0,True,False,No PDF file found
2017,5,Ebonyi,0,0,True,False,No PDF file found
2017,5,Edo,0,0,True,False,No PDF file found
2017,5,Ekiti,0,0,True,False,No PDF file found
2017,5,Enugu,0,0,True,False,No PDF file found
2017,5,FCT,0,0,True,False,No PDF file found
2017,5,Gombe,0,0,True,False,No PDF file found
2017,5,Imo,0,0,True,False,No PDF file found
2017,5,Jigawa,0,0,True,False,No PDF file found
2017,5,Kaduna,0,0,True,False,No PDF file found
2017,5,Kano,0,0,True,False,No PDF file found
2017,5,Katsina,0,0,True,False,No PDF file found
2017,5,Kebbi,0,0,True,False,No PDF file found
2017,5,Kogi,0,0,True,False,No PDF file found
2017,5,Kwara,0,0,True,False,No PDF file found
2017,5,Lagos,0,0,True,False,No PDF file found
2017,5,Nasarawa,0,0,True,False,No PDF file found
2017,5,Niger,0,0,True,False,No PDF file found
2017,5,Ogun,0,0,True,False,No PDF file found
2017,5,Ondo,0,0,True,False,No PDF file found
2017,5,Osun,0,0,True,False,No PDF file found
2017,5,Oyo,0,0,True,False,No PDF file found
2017,5,Plateau,0,0,True,False,No PDF file found
2017,5,Rivers,0,0,True,False,No PDF file found
2017,5,Sokoto,0,0,True,False,No PDF file found
2017,5,Taraba,0,0,True,False,No PDF file found
2017,5,Yobe,0,0,True,False,No PDF file found
2017,5,Zamfara,0,0,True,False,No PDF file found
2017,6,Abia,0,0,True,False,No PDF file found
2017,6,Adamawa,0,0,True,False,No PDF file found
2017,6,Akwa Ibom,0,0,True,False,No PDF file found
2017,6,Anambra,0,0,True,False,No PDF file found
2017,6,Bauchi,0,0,True,False,No PDF file found
2017,6,Bayelsa,0,0,True,False,No PDF file found
2017,6,Benue,0,0,True,False,No PDF file found
2017,6,Borno,0,0,True,False,No PDF file found
2017,6,Cross River,0,0,True,False,No PDF file found
2017,6,Delta,0,0,True,False,No PDF file found
2017,6,Ebonyi,0,0,True,False,No PDF file found
2017,6,Edo,0,0,True,False,No PDF file found
2017,6,Ekiti,0,0,True,False,No PDF file found
2017,6,Enugu,0,0,True,False,No PDF file found
2017,6,FCT,0,0,True,False,No PDF file found
2017,6,Gombe,0,0,True,False,No PDF file found
2017,6,Imo,0,0,True,False,No PDF file found
2017,6,Jigawa,0,0,True,False,No PDF file found
2017,6,Kaduna,0,0,True,False,No PDF file found
2017,6,Kano,0,0,True,False,No PDF file found
2017,6,Katsina,0,0,True,False,No PDF file found
2017,6,Kebbi,0,0,True,False,No PDF file found
2017,6,Kogi,0,0,True,False,No PDF file found
2017,6,Kwara,0,0,True,False,No PDF file found
2017,6,Lagos,0,0,True,False,No PDF file found
2017,6,Nasarawa,0,0,True,False,No PDF file found
2017,6,Niger,0,0,True,False,No PDF file found
2017,6,Ogun,0,0,True,False,No PDF file found
2017,6,Ondo,0,0,True,False,No PDF file found
2017,6,Osun,0,0,True,False,No PDF file found
2017,6,Oyo,0,0,True,False,No PDF file found
2017,6,Plateau,0,0,True,False,No PDF file found
2017,6,Rivers,0,0,True,False,No PDF file found
2017,6,Sokoto,0,0,True,False,No PDF file found
2017,6,Taraba,0,0,True,False,No PDF file found
2017,6,Yobe,0,0,True,False,No PDF file found
2017,6,Zamfara,0,0,True,False,No PDF file found
2017,7,Abia,0,0,True,False,No PDF file found
2017,7,Adamawa,0,0,True,False,No PDF file found
2017,7,Akwa Ibom,0,0,True,False,No PDF file found
2017,7,Anambra,0,0,True,False,No PDF file found
2017,7,Bauchi,0,0,True,False,No PDF file found
2017,7,Bayelsa,0,0,True,False,No PDF file found
2017,7,Benue,0,0,True,False,No PDF file found
2017,7,Borno,0,0,True,False,No PDF file found
2017,7,Cross River,0,0,True,False,No PDF file found
2017,7,Delta,0,0,True,False,No PDF file found
2017,7,Ebonyi,0,0,True,False,No PDF file found
2017,7,Edo,0,0,True,False,No PDF file found
2017,7,Ekiti,0,0,True,False,No PDF file found
2017,7,Enugu,0,0,True,False,No PDF file found
2017,7,FCT,0,0,True,False,No PDF file found
2017,7,Gombe,0,0,True,False,No PDF file found
2017,7,Imo,0,0,True,False,No PDF file found
2017,7,Jigawa,0,0,True,False,No PDF file found
2017,7,Kaduna,0,0,True,False,No PDF file found
2017,7,Kano,0,0,True,False,No PDF file found
2017,7,Katsina,0,0,True,False,No PDF file found
2017,7,Kebbi,0,0,True,False,No PDF file found
2017,7,Kogi,0,0,True,False,No PDF file found
2017,7,Kwara,0,0,True,False,No PDF file found
2017,7,Lagos,0,0,True,False,No PDF file found
2017,7,Nasarawa,0,0,True,False,No PDF file found
2017,7,Niger,0,0,True,False,No PDF file found
2017,7,Ogun,0,0,True,False,No PDF file found
2017,7,Ondo,0,0,True,False,No PDF file found
2017,7,Osun,0,0,True,False,No PDF file found
2017,7,Oyo,0,0,True,False,No PDF file found
2017,7,Plateau,0,0,True,False,No PDF file found
2017,7,Rivers,0,0,True,False,No PDF file found
2017,7,Sokoto,0,0,True,False,No PDF file found
2017,7,Taraba,0,0,True,False,No PDF file found
2017,7,Yobe,0,0,True,False,No PDF file found
2017,7,Zamfara,0,0,True,False,No PDF file found
2017,8,Abia,0,0,True,False,No PDF file found
2017,8,Adamawa,0,0,True,False,No PDF file found
2017,8,Akwa Ibom,0,0,True,False,No PDF file found
2017,8,Anambra,0,0,True,False,No PDF file found
2017,8,Bauchi,0,0,True,False,No PDF file found
2017,8,Bayelsa,0,0,True,False,No PDF file found
2017,8,Benue,0,0,True,False,No PDF file found
2017,8,Borno,0,0,True,False,No PDF file found
2017,8,Cross River,0,0,True,False,No PDF file found
2017,8,Delta,0,0,True,False,No PDF file found
2017,8,Ebonyi,0,0,True,False,No PDF file found
2017,8,Edo,0,0,True,False,No PDF file found
2017,8,Ekiti,0,0,True,False,No PDF file found
2017,8,Enugu,0,0,True,False,No PDF file found
2017,8,FCT,0,0,True,False,No PDF file found
2017,8,Gombe,0,0,True,False,No PDF file found
2017,8,Imo,0,0,True,False,No PDF file found
2017,8,Jigawa,0,0,True,False,No PDF file found
2017,8,Kaduna,0,0,True,False,No PDF file found
2017,8,Kano,0,0,True,False,No PDF file found
2017,8,Katsina,0,0,True,False,No PDF file found
2017,8,Kebbi,0,0,True,False,No PDF file found
2017,8,Kogi,0,0,True,False,No PDF file found
2017,8,Kwara,0,0,True,False,No PDF file found
2017,8,Lagos,0,0,True,False,No PDF file found
2017,8,Nasarawa,0,0,True,False,No PDF file found
2017,8,Niger,0,0,True,False,No PDF file found
2017,8,Ogun,0,0,True,False,No PDF file found
2017,8,Ondo,0,0,True,False,No PDF file found
2017,8,Osun,0,0,True,False,No PDF file found
2017,8,Oyo,0,0,True,False,No PDF file found
2017,8,Plateau,0,0,True,False,No PDF file found
2017,8,Rivers,0,0,True,False,No PDF file found
2017,8,Sokoto,0,0,True,False,No PDF file found
2017,8,Taraba,0,0,True,False,No PDF file found
2017,8,Yobe,0,0,True,False,No PDF file found
2017,8,Zamfara,0,0,True,False,No PDF file found
2017,9,Abia,0,0,True,False,No PDF file found
2017,9,Adamawa,0,0,True,False,No PDF file found
2017,9,Akwa Ibom,0,0,True,False,No PDF file found
2017,9,Anambra,0,0,True,False,No PDF file found
2017,9,Bauchi,0,0,True,False,No PDF file found
2017,9,Bayelsa,0,0,True,False,No PDF file found
2017,9,Benue,0,0,True,False,No PDF file found
2017,9,Borno,0,0,True,False,No PDF file found
2017,9,Cross River,0,0,True,False,No PDF file found
2017,9,Delta,0,0,True,False,No PDF file found
2017,9,Ebonyi,0,0,True,False,No PDF file found
2017,9,Edo,0,0,True,False,No PDF file found
2017,9,Ekiti,0,0,True,False,No PDF file found
2017,9,Enugu,0,0,True,False,No PDF file found
2017,9,FCT,0,0,True,False,No PDF file found
2017,9,Gombe,0,0,True,False,No PDF file found
2017,9,Imo,0,0,True,False,No PDF file found
2017,9,Jigawa,0,0,True,False,No PDF file found
2017,9,Kaduna,0,0,True,False,No PDF file found
2017,9,Kano,0,0,True,False,No PDF file found
2017,9,Katsina,0,0,True,False,No PDF file found
2017,9,Kebbi,0,0,True,False,No PDF file found
2017,9,Kogi,0,0,True,False,No PDF file found
2017,9,Kwara,0,0,True,False,No PDF file found
2017,9,Lagos,0,0,True,False,No PDF file found
2017,9,Nasarawa,0,0,True,False,No PDF file found
2017,9,Niger,0,0,True,False,No PDF file found
2017,9,Ogun,0,0,True,False,No PDF file found
2017,9,Ondo,0,0,True,False,No PDF file found
2017,9,Osun,0,0,True,False,No PDF file found
2017,9,Oyo,0,0,True,False,No PDF file found
2017,9,Plateau,0,0,True,False,No PDF file found
2017,9,Rivers,0,0,True,False,No PDF file found
2017,9,Sokoto,0,0,True,False,No PDF file found
2017,9,Taraba,0,0,True,False,No PDF file found
2017,9,Yobe,0,0,True,False,No PDF file found
2017,9,Zamfara,0,0,True,False,No PDF file found
2017,10,Abia,0,0,True,False,No PDF file found
2017,10,Adamawa,0,0,True,False,No PDF file found
2017,10,Akwa Ibom,0,0,True,False,No PDF file found
2017,10,Anambra,0,0,True,False,No PDF file found
2017,10,Bauchi,0,0,True,False,No PDF file found
2017,10,Bayelsa,0,0,True,False,No PDF file found
2017,10,Benue,0,0,True,False,No PDF file found
2017,10,Borno,0,0,True,False,No PDF file found
2017,10,Cross River,0,0,True,False,No PDF file found
2017,10,Delta,0,0,True,False,No PDF file found
2017,10,Ebonyi,0,0,True,False,No PDF file found
2017,10,Edo,0,0,True,False,No PDF file found
2017,10,Ekiti,0,0,True,False,No PDF file found
2017,10,Enugu,0,0,True,False,No PDF file found
2017,10,FCT,0,0,True,False,No PDF file found
2017,10,Gombe,0,0,True,False,No PDF file found
2017,10,Imo,0,0,True,False,No PDF file found
2017,10,Jigawa,0,0,True,False,No PDF file found
2017,10,Kaduna,0,0,True,False,No PDF file found
2017,10,Kano,0,0,True,False,No PDF file found
2017,10,Katsina,0,0,True,False,No PDF file found
2017,10,Kebbi,0,0,True,False,No PDF file found
2017,10,Kogi,0,0,True,False,No PDF file found
2017,10,Kwara,0,0,True,False,No PDF file found
2017,10,Lagos,0,0,True,False,No PDF file found
2017,10,Nasarawa,0,0,True,False,No PDF file found
2017,10,Niger,0,0,True,False,No PDF file found
2017,10,Ogun,0,0,True,False,No PDF file found
2017,10,Ondo,0,0,True,False,No PDF file found
2017,10,Osun,0,0,True,False,No PDF file found
2017,10,Oyo,0,0,True,False,No PDF file found
2017,10,Plateau,0,0,True,False,No PDF file found
2017,10,Rivers,0,0,True,False,No PDF file found
2017,10,Sokoto,0,0,True,False,No PDF file found
2017,10,Taraba,0,0,True,False,No PDF file found
2017,10,Yobe,0,0,True,False,No PDF file found
2017,10,Zamfara,0,0,True,False,No PDF file found
2017,11,Abia,0,0,True,False,No PDF file found
2017,11,Adamawa,0,0,True,False,No PDF file found
2017,11,Akwa Ibom,0,0,True,False,No PDF file found
2017,11,Anambra,0,0,True,False,No PDF file found
2017,11,Bauchi,0,0,True,False,No PDF file found
2017,11,Bayelsa,0,0,True,False,No PDF file found
2017,11,Benue,0,0,True,False,No PDF file found
2017,11,Borno,0,0,True,False,No PDF file found
2017,11,Cross River,0,0,True,False,No PDF file found
2017,11,Delta,0,0,True,False,No PDF file found
2017,11,Ebonyi,0,0,True,False,No PDF file found
2017,11,Edo,0,0,True,False,No PDF file found
2017,11,Ekiti,0,0,True,False,No PDF file found
2017,11,Enugu,0,0,True,False,No PDF file found
2017,11,FCT,0,0,True,False,No PDF file found
2017,11,Gombe,0,0,True,False,No PDF file found
2017,11,Imo,0,0,True,False,No PDF file found
2017,11,Jigawa,0,0,True,False,No PDF file found
2017,11,Kaduna,0,0,True,False,No PDF file found
2017,11,Kano,0,0,True,False,No PDF file found
2017,11,Katsina,0,0,True,False,No PDF file found
2017,11,Kebbi,0,0,True,False,No PDF file found
2017,11,Kogi,0,0,True,False,No PDF file found
2017,11,Kwara,0,0,True,False,No PDF file found
2017,11,Lagos,0,0,True,False,No PDF file found
2017,11,Nasarawa,0,0,True,False,No PDF file found
2017,11,Niger,0,0,True,False,No PDF file found
2017,11,Ogun,0,0,True,False,No PDF file found
2017,11,Ondo,0,0,True,False,No PDF file found
2017,11,Osun,0,0,True,False,No PDF file found
2017,11,Oyo,0,0,True,False,No PDF file found
2017,11,Plateau,0,0,True,False,No PDF file found
2017,11,Rivers,0,0,True,False,No PDF file found
2017,11,Sokoto,0,0,True,False,No PDF file found
2017,11,Taraba,0,0,True,False,No PDF file found
2017,11,Yobe,0,0,True,False,No PDF file found
2017,11,Zamfara,0,0,True,False,No PDF file found
2017,12,Abia,0,0,True,False,No PDF file found
2017,12,Adamawa,0,0,True,False,No PDF file found
2017,12,Akwa Ibom,0,0,True,False,No PDF file found
2017,12,Anambra,0,0,True,False,No PDF file found
2017,12,Bauchi,0,0,True,False,No PDF file found
2017,12,Bayelsa,0,0,True,False,No PDF file found
2017,12,Benue,0,0,True,False,No PDF file found
2017,12,Borno,0,0,True,False,No PDF file found
2017,12,Cross River,0,0,True,False,No PDF file found
2017,12,Delta,0,0,True,False,No PDF file found
2017,12,Ebonyi,0,0,True,False,No PDF file found
2017,12,Edo,0,0,True,False,No PDF file found
2017,12,Ekiti,0,0,True,False,No PDF file found
2017,12,Enugu,0,0,True,False,No PDF file found
2017,12,FCT,0,0,True,False,No PDF file found
2017,12,Gombe,0,0,True,False,No PDF file found
2017,12,Imo,0,0,True,False,No PDF file found
2017,12,Jigawa,0,0,True,False,No PDF file found
2017,12,Kaduna,0,0,True,False,No PDF file found
2017,12,Kano,0,0,True,False,No PDF file found
2017,12,Katsina,0,0,True,False,No PDF file found
2017,12,Kebbi,0,0,True,False,No PDF file found
2017,12,Kogi,0,0,True,False,No PDF file found
2017,12,Kwara,0,0,True,False,No PDF file found
2017,12,Lagos,0,0,True,False,No PDF file found
2017,12,Nasarawa,0,0,True,False,No PDF file found
2017,12,Niger,0,0,True,False,No PDF file found
2017,12,Ogun,0,0,True,False,No PDF file found
2017,12,Ondo,0,0,True,False,No PDF file found
2017,12,Osun,0,0,True,False,No PDF file found
2017,12,Oyo,0,0,True,False,No PDF file found
2017,12,Plateau,0,0,True,False,No PDF file found
2017,12,Rivers,0,0,True,False,No PDF file found
2017,12,Sokoto,0,0,True,False,No PDF file found
2017,12,Taraba,0,0,True,False,No PDF file found
2017,12,Yobe,0,0,True,False,No PDF file found
2017,12,Zamfara,0,0,True,False,No PDF file found
2017,13,Abia,0,0,True,False,No PDF file found
2017,13,Adamawa,0,0,True,False,No PDF file found
2017,13,Akwa Ibom,0,0,True,False,No PDF file found
2017,13,Anambra,0,0,True,False,No PDF file found
2017,13,Bauchi,0,0,True,False,No PDF file found
2017,13,Bayelsa,0,0,True,False,No PDF file found
2017,13,Benue,0,0,True,False,No PDF file found
2017,13,Borno,0,0,True,False,No PDF file found
2017,13,Cross River,0,0,True,False,No PDF file found
2017,13,Delta,0,0,True,False,No PDF file found
2017,13,Ebonyi,0,0,True,False,No PDF file found
2017,13,Edo,0,0,True,False,No PDF file found
2017,13,Ekiti,0,0,True,False,No PDF file found
2017,13,Enugu,0,0,True,False,No PDF file found
2017,13,FCT,0,0,True,False,No PDF file found
2017,13,Gombe,0,0,True,False,No PDF file found
2017,13,Imo,0,0,True,False,No PDF file found
2017,13,Jigawa,0,0,True,False,No PDF file found
2017,13,Kaduna,0,0,True,False,No PDF file found
2017,13,Kano,0,0,True,False,No PDF file found
2017,13,Katsina,0,0,True,False,No PDF file found
2017,13,Kebbi,0,0,True,False,No PDF file found
2017,13,Kogi,0,0,True,False,No PDF file found
2017,13,Kwara,0,0,True,False,No PDF file found
2017,13,Lagos,0,0,True,False,No PDF file found
2017,13,Nasarawa,0,0,True,False,No PDF file found
2017,13,Niger,0,0,True,False,No PDF file found
2017,13,Ogun,0,0,True,False,No PDF file found
2017,13,Ondo,0,0,True,False,No PDF file found
2017,13,Osun,0,0,True,False,No PDF file found
2017,13,Oyo,0,0,True,False,No PDF file found
2017,13,Plateau,0,0,True,False,No PDF file found
2017,13,Rivers,0,0,True,False,No PDF file found
2017,13,Sokoto,0,0,True,False,No PDF file found
2017,13,Taraba,0,0,True,False,No PDF file found
2017,13,Yobe,0,0,True,False,No PDF file found
2017,13,Zamfara,0,0,True,False,No PDF file found
2017,14,Abia,0,0,True,False,No PDF file found
2017,14,Adamawa,0,0,True,False,No PDF file found
2017,14,Akwa Ibom,0,0,True,False,No PDF file found
2017,14,Anambra,0,0,True,False,No PDF file found
2017,14,Bauchi,0,0,True,False,No PDF file found
2017,14,Bayelsa,0,0,True,False,No PDF file found
2017,14,Benue,0,0,True,False,No PDF file found
2017,14,Borno,0,0,True,False,No PDF file found
2017,14,Cross River,0,0,True,False,No PDF file found
2017,14,Delta,0,0,True,False,No PDF file found
2017,14,Ebonyi,0,0,True,False,No PDF file found
2017,14,Edo,0,0,True,False,No PDF file found
2017,14,Ekiti,0,0,True,False,No PDF file found
2017,14,Enugu,0,0,True,False,No PDF file found
2017,14,FCT,0,0,True,False,No PDF file found
2017,14,Gombe,0,0,True,False,No PDF file found
2017,14,Imo,0,0,True,False,No PDF file found
2017,14,Jigawa,0,0,True,False,No PDF file found
2017,14,Kaduna,0,0,True,False,No PDF file found
2017,14,Kano,0,0,True,False,No PDF file found
2017,14,Katsina,0,0,True,False,No PDF file found
2017,14,Kebbi,0,0,True,False,No PDF file found
2017,14,Kogi,0,0,True,False,No PDF file found
2017,14,Kwara,0,0,True,False,No PDF file found
2017,14,Lagos,0,0,True,False,No PDF file found
2017,14,Nasarawa,0,0,True,False,No PDF file found
2017,14,Niger,0,0,True,False,No PDF file found
2017,14,Ogun,0,0,True,False,No PDF file found
2017,14,Ondo,0,0,True,False,No PDF file found
2017,14,Osun,0,0,True,False,No PDF file found
2017,14,Oyo,0,0,True,False,No PDF file found
2017,14,Plateau,0,0,True,False,No PDF file found
2017,14,Rivers,0,0,True,False,No PDF file found
2017,14,Sokoto,0,0,True,False,No PDF file found
2017,14,Taraba,0,0,True,False,No PDF file found
2017,14,Yobe,0,0,True,False,No PDF file found
2017,14,Zamfara,0,0,True,False,No PDF file found
2017,15,Abia,0,0,True,False,No PDF file found
2017,15,Adamawa,0,0,True,False,No PDF file found
2017,15,Akwa Ibom,0,0,True,False,No PDF file found
2017,15,Anambra,0,0,True,False,No PDF file found
2017,15,Bauchi,0,0,True,False,No PDF file found
2017,15,Bayelsa,0,0,True,False,No PDF file found
2017,15,Benue,0,0,True,False,No PDF file found
2017,15,Borno,0,0,True,False,No PDF file found
2017,15,Cross River,0,0,True,False,No PDF file found
2017,15,Delta,0,0,True,False,No PDF file found
2017,15,Ebonyi,0,0,True,False,No PDF file found
2017,15,Edo,0,0,True,False,No PDF file found
2017,15,Ekiti,0,0,True,False,No PDF file found
2017,15,Enugu,0,0,True,False,No PDF file found
2017,15,FCT,0,0,True,False,No PDF file found
2017,15,Gombe,0,0,True,False,No PDF file found
2017,15,Imo,0,0,True,False,No PDF file found
2017,15,Jigawa,0,0,True,False,No PDF file found
2017,15,Kaduna,0,0,True,False,No PDF file found
2017,15,Kano,0,0,True,False,No PDF file found
2017,15,Katsina,0,0,True,False,No PDF file found
2017,15,Kebbi,0,0,True,False,No PDF file found
2017,15,Kogi,0,0,True,False,No PDF file found
2017,15,Kwara,0,0,True,False,No PDF file found
2017,15,Lagos,0,0,True,False,No PDF file found
2017,15,Nasarawa,0,0,True,False,No PDF file found
2017,15,Niger,0,0,True,False,No PDF file found
2017,15,Ogun,0,0,True,False,No PDF file found
2017,15,Ondo,0,0,True,False,No PDF file found
2017,15,Osun,0,0,True,False,No PDF file found
2017,15,Oyo,0,0,True,False,No PDF file found
2017,15,Plateau,0,0,True,False,No PDF file found
2017,15,Rivers,0,0,True,False,No PDF file found
2017,15,Sokoto,0,0,True,False,No PDF file found
2017,15,Taraba,0,0,True,False,No PDF file found
